id_record,value
30561769,0.63
30564328,0.64
30568388,50.419
30571954,0.6
30572398,44.653
30569802,0.56
30572627,0.58
30573838,0.62
30574289,0.61
30574030,49.215
30574523,0.56
30575413,43.267
30576434,0.6
30575668,0.57
30577123,0.57
30577928,0.62
30576773,37.447
30578236,0.7
30578212,39.667
30578589,0.95
30579605,0.77
30580786,0.2
30579880,0.91
30579556,63.271
30580750,59.106
30581180,0.12
30582643,2.17
30582248,49.102
30582250,0.03
30583529,0
30583342,57.132
30583799,0.38
30584587,56.689
30584978,0.03
30585133,0.25
30586198,0.04
30585866,33.93
30586222,0
30587273,0
30587604,0
30587180,20.526
30588547,0
30588211,19.079
30588732,0
30589603,33.263
30590196,0
30589784,0
30590901,61.489
30591306,0.03
30593046,0.09
30592570,0.06
30592747,72.189
30593167,0.37
30593931,54.73
30594282,0.92
30594319,0.99
30595195,42.33
30595688,1.91
30595537,1.88
30597647,56.592
30596975,2.54
30598251,0.7
30597948,1.3
30596584,52.29
30596564,1.91
30598913,49.634
30599987,0.72
30599210,0.69
30600233,58.071
30600922,0.8
30601160,0.59
30601904,62.16
30604643,0.58
30609919,61.044
30611892,0.67
30611894,0.62
30612607,0.62
30610797,0.55
30612732,0.54
30612319,56.713
30615869,0.59
30614834,57.883
30615049,0.5
30616453,0.53
30616183,48.311
30617350,0.62
30617711,43.408
30618274,0.53
30618689,0.66
30618964,49.593
30619246,1.16
30620037,0.75
30620113,0.7
30620265,67.242
30620807,0.96
30621864,0.03
30621631,0.04
30622335,64.651
30622776,0.01
30622748,47.221
30623061,0
30624421,0
30623880,46.328
30624597,0.02
30625427,50.046
30625728,0.03
30626563,45.587
30627041,0.64
30627500,37.129
30628035,1.47
30628951,35.05
30629673,0.04
30630357,51.791
30630789,0
30631481,54.891
30631841,0.68
30631784,0
30631800,0
30631805,0
30631809,0
30631812,0.04
30631814,0.06
30632672,0.16
30633366,2.78
30636560,51.066
30632847,57.519
30637007,2.33
30634472,0.67
30637886,50.46
30638285,1.7
30635153,1.79
30634505,4.2
30635276,51.537
30635756,1.98
30634029,55.623
30637041,1.87
30638327,0.81
30640809,0.67
30639461,0.73
30639550,1.06
30639137,48.307
30640403,58.177
30640601,0.61
30646878,0.58
30652504,0.61
30652505,0.59
30642090,66.273
30650543,0.57
30648968,63.708
30652750,56.37
30653543,0.63
30653212,0.55
30654888,49.734
30655343,0.52
30655146,0.6
30656172,46.308
30657388,0.63
30656432,0.53
30657667,42.58
30658632,0.59
30657860,0.52
30658953,45.752
30658998,0.79
30659363,1.41
30660403,0.94
30660659,1.38
30660231,64.708
30661439,59.073
30661803,0.01
30661701,0.06
30663630,0
30663087,0.08
30662945,43.448
30664581,0.04
30664584,0.03
30664096,49.612
30665797,0.1
30665799,0.01
30666124,44.837
30666966,0
30666551,40.547
30667029,0.02
30667870,22.558
30668208,0
30668396,1.29
30669066,31.028
30669612,3.12
30670438,48.575
30672323,0
30670780,0.4
30671833,53.461
30672287,1.7
30670828,0
30670830,0.01
30672907,70.988
30675481,2.01
30675578,56.328
30674517,0.72
30673288,0.54
30674316,70.128
30674702,0.83
30673634,0.09
30675878,1.28
30676809,2.18
30676703,50.983
30678493,1.22
30677090,1.51
30677890,57.664
30678208,1.13
30679420,53.162
30680422,0.69
30680595,60.557
30680686,0.63
30681415,1.35
30681426,1.32
30682122,58.839
30683059,0.59
30689038,59.452
30690343,4.34
30690344,4.24
30692641,0.61
30693046,53.413
30693205,0.62
30694774,50.67
30694838,0.61
30696213,53.03
30697436,0.62
30697162,3.14
30697163,0.53
30697164,0.51
30699304,0.6
30699307,0.59
30697714,44.377
30698242,0.52
30699615,1.08
30699200,45.654
30700578,0.71
30700608,60.814
30702901,0.1
30701860,54.753
30701907,0.45
30703096,37.96
30703836,0.75
30703837,0.09
30703839,0.43
30704151,35.378
30704633,0.07
30704392,0.03
30705474,0
30706158,0.06
30705650,36.169
30706609,39.332
30707260,0
30706914,0.09
30708276,0
30708013,37.84
30708510,0.02
30709408,0.02
30709705,0.03
30710076,27.416
30710588,38.198
30710962,0.45
30711148,0
30712600,0.03
30712251,51.234
30712465,0.2
30713887,0.28
30713475,66.395
30714110,1.44
30714897,63.313
30714815,0.52
30716446,2
30716270,56.596
30716599,1.33
30716603,1.3
30717755,1.59
30718105,57.003
30718712,1.68
30718716,1.59
30719019,1.23
30719397,47.327
30720024,47.424
30720435,1
30721438,0.73
30721333,57.763
30723175,56.526
30729614,54.979
30734676,0.66
30733590,0.67
30733594,0.64
30733794,55.198
30735999,0.61
30735771,47.864
30736777,1.08
30736779,0.98
30736788,1.03
30736790,0.86
30736800,0.83
30736808,0.87
30737138,43.371
30738497,0.64
30738806,37.105
30739787,0.6
30740082,40.142
30741183,0.61
30741679,0.46
30741438,52.549
30743131,0.77
30743132,0.78
30743133,0.73
30743142,0.47
30743143,0.04
30742671,40.276
30743336,0.03
30744583,0.02
30744104,27.877
30744921,0
30745336,0
30745914,0
30746740,0
30745368,36.727
30746511,39.989
30747930,0
30747426,0
30748349,0.29
30749564,0.07
30747875,26.29
30749015,22.103
30750323,0.03
30749522,1.26
30750165,23.063
30750661,0.64
30751907,0
30751734,0.06
30751448,21.374
30753069,0.05
30753085,0
30752702,44.386
30754176,0.01
30754218,0.36
30754631,47.389
30755167,55.323
30755744,1.31
30756493,41.332
30756538,2.11
30758629,2.07
30757845,41.367
30759199,1.38
30759363,47.767
30760432,52.832
30761445,0.68
30761709,53.321
30761938,0.62
30772632,0.48
30772684,2.28
30772714,1.57
30772723,0.82
30772728,0.86
30772729,1.76
